Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG	log2FC	p_value	neg_log10_p	p_adj_fdr	regulate	color
Q0K6K2	24.495240577771835	24.370502308596965	24.59711697720588	26.45178086714296	26.50152874062147	26.483381071654232	12	15	14	21	22	22	No	No	No	No	No	No	Q0K6K2_CUPNH	ABC transporter ATP-binding protein (ABC-type transporter, ATPase component: PepT family (EC 3.6.3.23))	H16_A3295 E6A55_16800	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	332	peptide transport [GO:0015833]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptide transport [GO:0015833]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0015833; GO:0016887	reh:H16_A3295	1.9912769386146607	7.687578369900542e-06	3.6343344283009187	0.00023209488622561895	upregulate	red
Q0K6K3	24.17055832885945	23.863686855887636	23.932256853481945	25.52789329225717	25.55845726727769	25.533594585895965	9	11	11	16	16	17	No	No	No	No	No	No	Q0K6K3_CUPNH	ABC transporter ATP-binding protein (ABC-type transporter, ATPase component: PepT family (EC 3.6.3.23))	H16_A3294 E6A55_16795	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	353	peptide transport [GO:0015833]; transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptide transport [GO:0015833]; transmembrane transport [GO:0055085]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0015833; GO:0016887; GO:0055085	reh:H16_A3294	1.5511477024005949	7.721543276712739e-05	3.0484623359270864	0.0008944120962192255	upregulate	red
Q0K6K4	26.33545691636039	26.206408183460333	26.14105975233152	27.314892881990595	27.330739105665305	27.386687490374538	19	23	21	24	25	25	No	No	No	No	No	No	Q0K6K4_CUPNH	ABC transporter permease (ABC-type transporter, periplasmic component)	H16_A3293 E6A55_16790	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	400						reh:H16_A3293	1.1164648752927349	5.28423939832731e-05	3.1482431541009617	0.0007108154287427382	upregulate	red
Q0K6K5	25.765235593507803	25.708852366873924	25.624309971034215	25.517899377032386	25.53480036567485	25.55550233756946	22	21	21	20	19	19	No	No	No	No	No	No	Q0K6K5_CUPNH	Molybdopterin oxidoreductase (EC 1.2.1.2)	H16_A3292 E6A55_16785	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	702			iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; oxidoreductase activity [GO:0016491]	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0043546; GO:0046872; GO:0051536	reh:H16_A3292	-0.16339861704641478	0.018202663633295767	1.387905653634147	0.040934957739283774	no_keep	gray
Q0K6K6	23.625242148888983	23.57916902086226	23.4542979483009	23.81663893591801	23.811048807303184	23.713492162246386	4	4	4	4	4	3	No	No	No	No	No	No	Q0K6K6_CUPNH	Aminopeptidase (EC 3.4.11.-)	H16_A3291 E6A55_16780	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	377			aminopeptidase activity [GO:0004177]	aminopeptidase activity [GO:0004177]	GO:0004177	reh:H16_A3291	0.22749026247181448	0.02038092161663697	1.3500463111194279	0.04466359624546795	no_keep	gray
Q0K6K7	22.88880601010127	22.67258002000601	22.352536477304753	22.3580530586159	22.124150343906148	22.171714839404025	5	5	5	5	5	5	No	No	No	No	No	No	Q0K6K7_CUPNH	Biotin carboxylase (EC 6.3.4.14) (Biotin/lipoyl-binding protein)	accC3 H16_A3290 E6A55_16775	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	1102			ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]	ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]	GO:0004075; GO:0005524; GO:0046872	reh:H16_A3290	-0.42000142182864764	0.07035362844416283	0.9320039157687844	0.11694888464038228	no_keep	gray
Q0K6K9	26.084596360466666	26.135333394319037	26.171421552487327	27.111966608659657	27.15837038837599	27.158186056465777	15	16	19	21	21	21	No	No	No	No	No	No	Q0K6K9_CUPNH	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	fadD3 H16_A3288 E6A55_16765	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	560		membrane [GO:0016020]	membrane [GO:0016020]; long-chain fatty acid-CoA ligase activity [GO:0004467]	long-chain fatty acid-CoA ligase activity [GO:0004467]	GO:0004467; GO:0016020	reh:H16_A3288	1.0123905820761294	4.323325248981678e-06	3.7519547639494135	0.00017702933422137084	upregulate	red
Q0K6L0	25.06868267683167	24.80713240851394	24.455199522217175	25.141451718038457	24.89259512634829	24.9183369035584	1	1	1	2	2	2	No	No	No	No	No	No	Q0K6L0_CUPNH	Uncharacterized protein	H16_A3287 E6A55_16760	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	148						reh:H16_A3287	0.2071230467941234	0.3469508348158101	0.3688796662575686	0.4276813711264146	no_keep	gray
Q0K6L2	21.18942473091704	21.569342881631815	21.10556882105969	22.06411349284812	22.279971209361488	22.169133400134196	0	0	0	2	2	2	Si	Si	Si	No	No	No	Q0K6L2_CUPNH	Probable extra-cytoplasmic solute receptor (Tripartite tricarboxylate transporter substrate binding protein)	H16_A3285 E6A55_16750	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	333						reh:H16_A3285	0.8829605562450844	0.0047695360412365355	1.831649453345348	0.01473501379091714	no_keep	gray
Q0K6L3	27.62178403070118	27.76463353747862	28.05227988893861	30.8875227710981	31.21416996872209	31.059907462492987	14	16	16	30	30	31	No	No	No	No	No	No	Q0K6L3_CUPNH	Porin	H16_A3284 E6A55_16745	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	379	monoatomic ion transport [GO:0006811]	cell outer membrane [GO:0009279]; pore complex [GO:0046930]	cell outer membrane [GO:0009279]; pore complex [GO:0046930]; porin activity [GO:0015288]; monoatomic ion transport [GO:0006811]	porin activity [GO:0015288]	GO:0006811; GO:0009279; GO:0015288; GO:0046930	reh:H16_A3284	3.2409675817315886	3.326216731933538e-05	3.28465696768237	0.0005192099807761497	upregulate	red
Q0K6L4	26.09120712096602	26.175766147524985	26.160899159186595	24.84346698850543	24.922194847073516	24.85651976003462	19	19	19	15	17	16	No	No	No	No	No	No	COQ7_CUPNH	3-demethoxyubiquinol 3-hydroxylase (DMQ hydroxylase) (EC 1.14.99.60) (2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase)	coq7 H16_A3283	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	207	ubiquinone biosynthetic process [GO:0006744]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; 3-demethoxyubiquinol 3-hydroxylase activity [GO:0008682]; metal ion binding [GO:0046872]; ubiquinone biosynthetic process [GO:0006744]	3-demethoxyubiquinol 3-hydroxylase activity [GO:0008682]; metal ion binding [GO:0046872]	GO:0005886; GO:0006744; GO:0008682; GO:0046872	reh:H16_A3283	-1.268563610688009	3.733510144194449e-06	3.7887233720400504	0.0001626584494164716	downregulate	blue
Q0K6L5	27.854360256912564	28.073535141845085	28.248344951507253	28.343672732927978	28.53020690385768	28.418229352057992	5	6	7	7	7	7	No	No	No	No	No	No	Q0K6L5_CUPNH	Transcriptional regulator MraZ	mraZ H16_A3282	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	127	negative regulation of DNA-templated transcription initiation [GO:2000143]	cytoplasm [GO:0005737]; nucleoid [GO:0009295]	cytoplasm [GO:0005737]; nucleoid [GO:0009295]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; negative regulation of DNA-templated transcription initiation [GO:2000143]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700; GO:0005737; GO:0009295; GO:2000143	reh:H16_A3282	0.3719562128595797	0.042087827051274285	1.1066389690681486	0.07822778454075861	no_keep	gray
Q0K6L6	26.741038308294215	26.716800914373835	26.729562532568472	26.964525507954427	26.98226010564081	27.000268416805973	15	17	16	18	18	18	No	No	No	No	No	No	RSMH_CUPNH	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW H16_A3281	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	333	rRNA base methylation [GO:0070475]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]	rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]	GO:0005737; GO:0070475; GO:0071424	reh:H16_A3281	0.25321742505489553	3.471010242146252e-05	3.2730636107892144	0.0005332567840434163	no_keep	gray
Q0K6L7	21.14227830300077	21.24194624653673	21.499843596807	21.22047883725839	21.520257748986943	21.26679357707364	2	3	3	3	3	3	No	No	No	No	No	No	Q0K6L7_CUPNH	Cell division protein FtsL	ftsL H16_A3280 E6A55_16725	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	105	FtsZ-dependent cytokinesis [GO:0043093]	cell division site [GO:0032153]; plasma membrane [GO:0005886]	cell division site [GO:0032153]; plasma membrane [GO:0005886]; FtsZ-dependent cytokinesis [GO:0043093]		GO:0005886; GO:0032153; GO:0043093	reh:H16_A3280	0.04115400565815719	0.785673930933315	0.08119143709802128	0.8294850497335275	no_keep	gray
Q0K6L8	26.165536529907097	26.026965556830916	25.926840012526977	25.67581239292972	25.629577118633996	25.69727641855599	14	14	13	13	12	13	No	No	No	No	No	No	Q0K6L8_CUPNH	Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Penicillin-binding protein 3) (PBP-3)	ftsI1 ftsI H16_A3279 E6A55_16720	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	601	cell wall organization [GO:0071555]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]	GO:0000917; GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0043093; GO:0071555	reh:H16_A3279	-0.3722253897150978	0.006662142760556987	1.727767517780826	0.018716838034712073	no_keep	gray
Q0K6L9	26.841421764270297	26.88500527660744	27.024647980721184	27.123829351639703	27.21044473748738	27.19168382964171	17	18	18	18	18	18	No	No	No	No	No	No	Q0K6L9_CUPNH	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	murE H16_A3278 E6A55_16715	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	520	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]	GO:0000287; GO:0005524; GO:0005737; GO:0008360; GO:0008765; GO:0009252; GO:0051301; GO:0071555	reh:H16_A3278	0.25829429905662593	0.013476285552594234	1.485006806752592	0.03273355644667437	no_keep	gray
Q0K6M0	27.546413441455204	27.68503979081068	27.69877740770615	27.78878499784668	27.830005339921858	27.823418272431663	16	17	18	17	18	17	No	No	No	No	No	No	Q0K6M0_CUPNH	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	murF H16_A3277 E6A55_16710	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	466	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766]	GO:0005524; GO:0005737; GO:0008360; GO:0008766; GO:0009252; GO:0047480; GO:0051301; GO:0071555	reh:H16_A3277	0.17065932340938517	0.027478148184684963	1.249288433038548	0.0563263444881288	no_keep	gray
Q0K6M1	24.70672376536976	24.592051554314978	24.550277867151713	24.79127699557121	24.54316630649843	24.67831245884205	2	2	2	2	2	2	No	No	No	No	No	No	MRAY_CUPNH	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY H16_A3276	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	389	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]	GO:0005886; GO:0008360; GO:0008963; GO:0009252; GO:0046872; GO:0051301; GO:0051992; GO:0071555	reh:H16_A3276	0.054567524691748304	0.5585674282028255	0.1991416401032539	0.632205631222973	no_keep	gray
Q0K6M2	26.002829179409645	26.064895894904648	26.26985478976534	26.059393832023854	26.26032747447804	26.148896176789975	17	18	17	19	19	17	No	No	No	No	No	No	Q0K6M2_CUPNH	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD H16_A3275 E6A55_16700	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	503	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	ATP binding [GO:0005524]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]	GO:0004326; GO:0005524; GO:0005737; GO:0008360; GO:0008764; GO:0009252; GO:0051301; GO:0071555	reh:H16_A3275	0.04367920640407874	0.6831453478870533	0.12820879196411	0.7443740216724795	no_keep	gray
Q0K6M3	24.245160276851752	24.49596778784573	24.49729351750184	24.132633662275243	24.156960864890028	24.165949446967367	2	2	2	2	2	2	No	No	No	No	No	No	Q0K6M3_CUPNH	Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.99.28) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	ftsW H16_A3274 E6A55_16695	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	413	cell wall organization [GO:0071555]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell division site [GO:0032153]; plasma membrane [GO:0005886]	cell division site [GO:0032153]; plasma membrane [GO:0005886]; lipid-linked peptidoglycan transporter activity [GO:0015648]; peptidoglycan glycosyltransferase activity [GO:0008955]; cell wall organization [GO:0071555]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	lipid-linked peptidoglycan transporter activity [GO:0015648]; peptidoglycan glycosyltransferase activity [GO:0008955]	GO:0005886; GO:0008360; GO:0008955; GO:0009252; GO:0015648; GO:0032153; GO:0043093; GO:0071555	reh:H16_A3274	-0.2609592026888947	0.0365225544048917	1.1529039616200913	0.07032278120572485	no_keep	gray
Q0K6M4	26.26227127597928	26.145205038342237	26.12654797843467	25.967250064300103	26.089459572964326	26.050471240184432	7	8	8	7	8	7	No	No	No	No	No	No	MURG_CUPNH	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG H16_A3273	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	356	carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]	GO:0005886; GO:0005975; GO:0008360; GO:0009252; GO:0030259; GO:0050511; GO:0051301; GO:0051991; GO:0071555	reh:H16_A3273	-0.14228113843577006	0.06302418616626088	0.9680007214093733	0.107646342550799	no_keep	gray
